description,location,latitude,longitude,reference_code,violation_type,recording_date,source,keywords,youtube_id,landmarks,weather_in_media,languages,clothes_and_uniforms,sex,weapons_used,edited,file_size,device_used_to_record,media_content_type,chain_of_custody_notes,finding_aids,international_instrument,urls_and_news,related_incidents,page_title,video_url
Destruction as a result of airstrikes that targeted Al-Mashhad district, ALEPPO : Mashhad, , , AL_1142,"
            Unlawful attacks"," July 26, 2016, 10:30 p.m.",  Buraq.Media .Foundation , ,https://www.youtube.com/watch?v=RgX1qSQDKb0, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",,https://media.syrianarchive.org/files/videoapiresults/Buraq_media_foundation/%D8%A2%D8%AB%D8%A7%D8%B1%20%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D8%B1%20%D8%A7%D9%84%D8%B0%D9%8A%20%D8%AE%D9%84%D9%81%D9%87%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D8%AC%D9%88%D9%8A%20%D8%B9%D9%84%D9%89%20%D8%AD%D9%8A%20%27%D8%A7%D9%84%D9%85%D8%B4%D9%87%D8%AF%27%20%D8%B5%D8%A8%D8%A7%D8%AD%20%D8%A7%D9%84%D9%8A%D9%88%D9%85%2026_7_2016-RgX1qSQDKb0.mp4
Airstrikes targeting Anadan city at night, ALEPPO : Anadan, , , AL_9e6da,"
            Other"," July 26, 2016, 7:52 p.m.", وكالة ثقة, ,https://www.youtube.com/watch?v=RNypysNpCSM, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",9e6daf6ac3e777128d4899afa2a5bbd0a4b54ce4c82888e7a755233a,https://media.syrianarchive.org/files/spoon/sV_20160726_RNypysNpCSM.mp4
Interview with medical workers about targeting hospitals in Aleppo by Syrian goverment airstrikes, ALEPPO : Alshaar, , , HO_1010,"
            Specifically protected persons and objects"," July 26, 2016, 7:03 p.m.", Buraq.Media .Foundation, None,https://www.youtube.com/watch?v=nYVvjmHz5bU, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",cd308a98ac48387c2fa85b062403b0f83efd9300bc10afa0b56e6e41,https://media.syrianarchive.org/files/spoon/sV_20160726_nYVvjmHz5bU.mp4
Destruction as a result of airstrikes that targeted Khalsah village south of Aleppo, ALEPPO : Khalsah, , , AL_1138,"
            Unlawful attacks"," July 26, 2016, 2:16 p.m.", Step News Agency, ,https://www.youtube.com/watch?v=9SKNOR7ZMUA, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",ac72e0c8db28985a1938a0ba5a798f8f6aefa9e8c62776cc6059341e,https://media.syrianarchive.org/files/spoon/sV_20160726_9SKNOR7ZMUA.mp4
Syrian goverment airstrikes that targeted hospitals and medical facilities , ALEPPO, , , HO_76tsf,"
            Specifically protected persons and objects"," July 26, 2016, 1:44 p.m.", Halab Today TV | قناة حلب اليوم, ,https://www.youtube.com/watch?v=Zsg--U7sfJw, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",3ff1aa50819233d382d944440cd7a50a4635ea688ccb67af732555f0,https://media.syrianarchive.org/files/spoon/sV_20160726_Zsg--U7sfJw.mp4
Six casualties and many injured as a result of attacks that targeted Al-Mashhad district, ALEPPO : Mashhad, , , AL_1137,"
            Unlawful attacks"," July 26, 2016, 1:36 p.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=6fGFMqTKcHs, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",29435a0f95db0c92a73d3bdafe5c61ed7745543c5a461d400a31dffe,https://media.syrianarchive.org/files/spoon/sV_20160726_6fGFMqTKcHs.mp4
"Devastation in the northern countryside of Aleppo, Kafr Hamra city", ALEPPO : Kafr hamrah, , , AL_d9e28,"
            Other"," July 26, 2016, 1:13 p.m.", وكالة ثقة, ,https://www.youtube.com/watch?v=RQVkHbXdhpo, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",d9e28e36b401426efe8d83decfd8872d0f3e5f1427c11268fca07a7e,https://media.syrianarchive.org/files/spoon/sV_20160726_RQVkHbXdhpo.mp4
Five casualties and many injured as a result of a barrel bomb attack which targeted Al-Mashhad district, ALEPPO : Mashhad, , , AL_1136,"
            Unlawful attacks"," July 26, 2016, 12:58 p.m.", مركز حلب الإعلامي AMC, None,https://www.youtube.com/watch?v=VseENKapRGA, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",2ed1af0a1e05305a8ccc3fce57400145931121a1568f75018f968806,https://media.syrianarchive.org/files/spoon/sV_20160726_VseENKapRGA.mp4
The moment of launching cluster bombs on Anadan city in the northern side of Aleppo, ALEPPO : Anadan, , , CL_00dd5,"
            Use of illegal weapons"," July 26, 2016, 11:16 a.m.", وكالة ثقة, ,https://www.youtube.com/watch?v=JyNcdJAoL5Y, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",00dd5d2be90debfa8139f88bf095c006c90a88378121e78c3210c7da,https://media.syrianarchive.org/files/spoon/sV_20160726_JyNcdJAoL5Y.mp4
Interview with coroner's office manager in Aleppo about the targeting of hospitals and infrastructure , ALEPPO, , , AL_ytr62,"
            Specifically protected persons and objects"," July 26, 2016, 10:59 a.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=zsRDgMDANho, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",ee9e49503e8476ff14fb9226335ca63faa2567c3b170b6a8e9607423,https://media.syrianarchive.org/files/spoon/sV_20160726_zsRDgMDANho.mp4
Russian airstrikes that targeted Haretan, ALEPPO : Harithan, , , RU_2595,"
            Alleged civilian casualties from Russian attacks"," July 26, 2016, 10:57 a.m.", مـديـنـة حـريـتـان, None,https://www.youtube.com/watch?v=A7RVML2H0A4, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",f21980d112f8177b50cef6e550a62d62687e9dd6a8712e5536047f4d,https://media.syrianarchive.org/files/spoon/sV_20160726_A7RVML2H0A4.mp4
Two casualties (children) and six civilians injured as a result of a barrel bomb attack that was dropped by a helicopter in Al-Mashhad district, ALEPPO : Mashhad, , , AL_1135,"
            Unlawful attacks"," July 26, 2016, 10:55 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=U-W7flBYuf0, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",fe922e0a30cdff7bb29e6c34630b52cd49d233079dab6162c7b4d9b5,https://media.syrianarchive.org/files/spoon/sV_20160726_U-W7flBYuf0.mp4
Russian airstrikes on the northern countryside of Aleppo, ALEPPO : Qabr Al-Englizi, , , RU_81a0d,"
            Alleged civilian casualties from Russian attacks"," July 26, 2016, 7:50 a.m.", مركز عندان الإعلامي, ,https://www.youtube.com/watch?v=5sH56TyiZSQ, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",81a0dbc87bcfc3e7c60b0cdd3c1a0236c50c85b5c5b58c0d2dde1603,https://media.syrianarchive.org/files/spoon/sV_20160726_5sH56TyiZSQ.mp4
Four airstrikes that targeted Hayyan, ALEPPO : Hayyan, , , AL_1134,"
            Unlawful attacks"," July 26, 2016, 5:12 a.m.", Hayan Media Office, None,https://www.youtube.com/watch?v=ol4lssalsFo, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",bc03e97c94a09626afc54dd2504abe8f9a9c09c5762713b855540705,https://media.syrianarchive.org/files/spoon/sV_20160725_ol4lssalsFo.mp4
Cluster munition attack that targeted Hayyan, ALEPPO : Hayyan, , , CL_1128,"
            Use of illegal weapons"," July 26, 2016, 5:02 a.m.", Hayan Media Office, None,https://www.youtube.com/watch?v=ZAD8q826h3o, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",5747046125c12b4333d340a8a157a01e014ada9544c9a4987f5288d5,https://media.syrianarchive.org/files/spoon/sV_20160725_ZAD8q826h3o.mp4
Warplanes targeting Kafr Hamra city by air raids which caused fire flames, ALEPPO : Kafr hamrah, , , AL_8d2d1,"
            Other"," July 25, 2016, 6:42 p.m.", وكالة ثقة, ,https://www.youtube.com/watch?v=JU1ix6Bucjg, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",8d2d12aeed86f2cd2e54b290d1f463d670429c983ff4e854028ba275,https://media.syrianarchive.org/files/spoon/sV_20160725_JU1ix6Bucjg.mp4
Warplanes targeted Maarath Alortiq town by airstrike, ALEPPO : Maret Artiq, , , AL_a84a1,"
            Other"," July 25, 2016, 3:48 p.m.", وكالة ثقة, ,https://www.youtube.com/watch?v=eS7y-Z5q924, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",a84a1995419f454440c779d01cf60f9736260fd56836f616595d255c,https://media.syrianarchive.org/files/spoon/sV_20160725_eS7y-Z5q924.mp4
Rescuing a child who was under rubbles in Al-Mashhad district, ALEPPO : Mashhad, , , AL_1133,"
            Violation of children's rights"," July 25, 2016, 3:17 p.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=u1oBsg0EQG0, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",7aba0de8291bdaea03d5a0285975ef8796fb86b02f7272e1111538bc,https://media.syrianarchive.org/files/spoon/sV_20160725_u1oBsg0EQG0.mp4
Destruction in Al-Mashhad district and rescue operation for victims under rubbles, ALEPPO : Mashhad, , , AL_1132,"
            Unlawful attacks"," July 25, 2016, 3:15 p.m.", شبكة حلب نيوز - Halab News Network, None,https://www.youtube.com/watch?v=Jod5etH-FP8, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",8d74e7c7cfa58b128142f7e242fcf54c5b841d680954c479f7253acd,https://media.syrianarchive.org/files/spoon/sV_20160725_Jod5etH-FP8.mp4
Destruction as a result of airstrikes that targeted Al-Mashhad district, ALEPPO : Mashhad, , , AL_1131,"
            Unlawful attacks"," July 25, 2016, 3:15 p.m.", Qasioun News Agency, None,https://www.youtube.com/watch?v=PxkmCT57kps, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",9453b6f960402783a2e58a8d9b484d02560980a136e34e72c7d4e082,https://media.syrianarchive.org/files/spoon/sV_20160725_PxkmCT57kps.mp4
20 casualties and many injured as a result of the two barrel bombs which was dropped in Al-Mashhad district, ALEPPO : Mashhad, , , AL_1130,"
            Unlawful attacks"," July 25, 2016, 2:59 p.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=H5-jWUAgORY, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",410e46f9a191aac9449ae79f56b52989f9d0420b9437def62e206f89,https://media.syrianarchive.org/files/spoon/sV_20160725_H5-jWUAgORY.mp4
Civilian from Al-Atareb talking about the Russian airstrikes that targeted the city. The airstrike targeted a hospital. , ALEPPO : Al atarib, , , RU_2594,"
            Specifically protected persons and objects"," July 25, 2016, 2:28 p.m.", Step News Agency, None,https://www.youtube.com/watch?v=3RcACiVCwUc, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",a2bd6f5b029f04ef6c16ce17e02d8297ed608414b800ff1c6e147123,https://media.syrianarchive.org/files/spoon/sV_20160725_3RcACiVCwUc.mp4
Destruction as a result of the airstrikes that targeted Al-Atareb, ALEPPO : Al atarib, , , AL_1129,"
            Unlawful attacks"," July 25, 2016, 12:41 p.m.", Buraq.Media .Foundation, None,https://www.youtube.com/watch?v=grAyUARaNyI, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",f6752b8be6ec51d482465afa5856d157530580c1be2d47f105f68d50,https://media.syrianarchive.org/files/spoon/sV_20160725_grAyUARaNyI.mp4
15 casualties as a result of 27 airstrikes carried by the Syrian goverment which targeted Al-Atareb, ALEPPO : Al atarib, , , AL_1128,"
            Unlawful attacks"," July 25, 2016, 12:40 p.m.", مركز حلب الإعلامي AMC, None,https://www.youtube.com/watch?v=jHLy3dXw17c, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",6a72c4640c292d7cee46e833d6c7f7228d9191d31f0268ca324be671,https://media.syrianarchive.org/files/spoon/sV_20160725_jHLy3dXw17c.mp4
Civil defense team trying to rescue victims under rubble in Al-Mashhad district, ALEPPO : Mashhad, , , AL_1127,"
            Unlawful attacks"," July 25, 2016, 12:35 p.m.", مركز حلب الإعلامي AMC, None,https://www.youtube.com/watch?v=uIqGEHWfB1A, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",c99e38f1f94cb0cf526085a4e4f751a52944814902ea122c03c82a7a,https://media.syrianarchive.org/files/spoon/sV_20160725_uIqGEHWfB1A.mp4
Destruction in Al-Atareb market as a result of airstrikes, ALEPPO : Al atarib, , , AL_1126,"
            Unlawful attacks"," July 25, 2016, 11:57 a.m.", Qasioun News Agency, None,https://www.youtube.com/watch?v=82JF800P2S4, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",eae96ea59c11f87799d385d5a024978df106bd40e7e1d582e6f51891,https://media.syrianarchive.org/files/spoon/sV_20160725_82JF800P2S4.mp4
Destruction in Mashhad district as a result of the borrel bombs attack, ALEPPO : Mashhad, , , AL_1125,"
            Unlawful attacks"," July 25, 2016, 11:31 a.m.", baladi- news, None,https://www.youtube.com/watch?v=9ic3Be0FBX8, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",5d3511622138eec7ca973ecd083f3f7e7449255155b43b5911568542,https://media.syrianarchive.org/files/spoon/sV_20160725_9ic3Be0FBX8.mp4
12 casualties and 30 injured as a result of barrel bombs attack that targeted Al-Mashhad district, ALEPPO : Mashhad, , , AL_1124,"
            Specifically protected persons and objects"," July 25, 2016, 10:56 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=BiE6CtI9fjI, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",ea02888ff71d95e30d28989aac4866887b4aa38bd7cd365850eeb709,https://media.syrianarchive.org/files/spoon/sV_20160725_BiE6CtI9fjI.mp4
Rescuing a child that was under rubble as a result of two barrel bombs that targeted Al-Mashhad district, ALEPPO : Mashhad, , , AL_1123,"
            Violation of children's rights"," July 25, 2016, 10:20 a.m.", مركز حلب الإعلامي AMC, None,https://www.youtube.com/watch?v=onbbPBjogJk, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",a17873a6f83623285dbb260b9610f5709c4d2abd99e9ae8eada5a8e2,https://media.syrianarchive.org/files/spoon/sV_20160725_onbbPBjogJk.mp4
Airstrikes that targeted Al-Mashhad with barrel bombs, ALEPPO : Mashhad, , , AL_1122,"
            Use of illegal weapons"," July 25, 2016, 10:06 a.m.", baladi- news, None,https://www.youtube.com/watch?v=LEViB9tjDpA, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",43fbc7e9eddf7b9c8bc0a67f3a94425efafe9f6e618fb0a07bab1323,https://media.syrianarchive.org/files/spoon/sV_20160725_LEViB9tjDpA.mp4
Russian warplanes continuously Shelling Kfar Hamra town in the northern countryside of Aleppo., ALEPPO : Kafr hamrah, , , RU_f9dc7,"
            Alleged civilian casualties from Russian attacks"," July 25, 2016, 9:58 a.m.", مركز عندان الإعلامي, ,https://www.youtube.com/watch?v=T1xFKrqfyWs, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",f9dc719e56050b628a9ce07a32cc4beb5c79ba22968503e71fe62133,https://media.syrianarchive.org/files/spoon/sV_20160725_T1xFKrqfyWs.mp4
Damages in Al Atarib town market in the western countryside of Aleppo, ALEPPO : Al atarib, , , AL_2b51d,"
            Other"," July 25, 2016, 9:42 a.m.", وكالة ثقة, ,https://www.youtube.com/watch?v=zKjC2i8w7Q4, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",2b51d61435da20133e7ed97456b31d8dcef9ca1b5abb0d8dfe836c4b,https://media.syrianarchive.org/files/spoon/sV_20160725_zKjC2i8w7Q4.mp4
Airstrikes that targeted Al-Mashhad with two barrel bombs, ALEPPO : Mashhad, , , AL_1121,"
            Use of illegal weapons"," July 25, 2016, 9:36 a.m.", شبكة حلب نيوز - Halab News Network, None,https://www.youtube.com/watch?v=v8ZZtwSUwns, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",2d24898ea0d621bbc7522892bd67d9e1fbae7cce8efcf92c888e62bd,https://media.syrianarchive.org/files/spoon/sV_20160725_v8ZZtwSUwns.mp4
Damages in Al Atarib town market and the moment of recovering victims from the rubbles, ALEPPO : Al atarib, , , AL_78e75,"
            Unlawful attacks"," July 25, 2016, 9:22 a.m.", وكالة ثقة, ,https://www.youtube.com/watch?v=CgNoLVN8xo0, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",78e75d681e27bf92d589beecca4eab401b9fa063d4d2b9cdcc758917,https://media.syrianarchive.org/files/spoon/sV_20160725_CgNoLVN8xo0.mp4
